d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
3172050,RS Pusdikkes,DKI JAKARTA,C,TNI AD,Tingkat Madya
3172024,RS Umum Daerah Budhi Asih,DKI JAKARTA,B,Pemprop,Tingkat Paripurna
3172013,RSUP Persahabatan,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3171768,RS Umum Murni Teguh Sudirman Jakarta,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3171746, RS Umum Aulia,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Utama
3171735,RS Umum Jakarta Medical Center (JMC),DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Utama
3171724,RS Ibu dan Anak Brawijaya Women and Children Hospi,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3171713,RS Umum Kartini,DKI JAKARTA,C,SWASTA/ LAINNYA,Lulus Perdana
3171702,RS Umum Zahirah,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Utama
3171691,RS Gigi dan Mulut Univ.Prof.Moestopo,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3171680,RS Umum Tria Dipa,DKI JAKARTA,C,SWASTA/ LAINNYA,Lulus Perdana
3171665,RS Umum Medistra,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3171643,RS Umum Siaga Raya,DKI JAKARTA,C,Organisasi Sosial,Tingkat Utama
3171632,RS Umum Agung,DKI JAKARTA,C,Organisasi Sosial,Tingkat Madya
3171621,RSU Gandaria,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Dasar
3171574,RS Umum Prikasih,DKI JAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3171515,RS Umum MMC,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3171504,RS Umum Pondok Indah,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3171461,RS Umum Tebet,DKI JAKARTA,B,Organisasi Sosial,Tingkat Utama
3171450,RS Umum Setia Mitra,DKI JAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3171435,RS Ketergantungan Obat,DKI JAKARTA,B,Kemkes ,Tingkat Utama
3171424,RS Khusus Mata Aini Prof. dr. Isak Salim,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3171413,RS Ibu dan Anak Asih,DKI JAKARTA,B,Organisasi Sosial,Tingkat Utama
3171286,RS Ibu dan Anak Budhi Jaya,DKI JAKARTA,C,Perusahaan,Tingkat Utama
3171045,RS Umum Jakarta,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3171034,RS Umum AL Cilandak,DKI JAKARTA,B,TNI AL,Tingkat Paripurna
3171023,RS Umum Pusat Pertamina,DKI JAKARTA,B,BUMN,Tingkat Paripurna
2004136,RS Umum Daerah Encik Mariyam,KEPULAUAN RIAU,D,Pemkab,Tingkat Madya
2003125,RS Umum Daerah Palmatak,KEPULAUAN RIAU,D,Pemkab,Lulus Perdana
2071114,RS Umum Daerah Embung Fatimah Kota Batam,KEPULAUAN RIAU,B,Pemkot,Tingkat Paripurna
2071103,RS Umum Awal Bros Batam,KEPULAUAN RIAU,B,Perusahaan,Tingkat Paripurna
2071056,RS Umum Camatha Sahidya,KEPULAUAN RIAU,C,Perusahaan,Lulus Perdana
2071034,RS Badan Pengusahaan Batam,KEPULAUAN RIAU,B,Kementerian Lain,Tingkat Utama
2071023,RS Umum Harapan Bunda Batam,KEPULAUAN RIAU,C,Organisasi Sosial,Lulus Perdana
2071012,RS Umum Budi Kemuliaan Batam,KEPULAUAN RIAU,B,Organisasi Sosial,Tingkat Paripurna
2071037,RS Umum Charis Medika,KEPULAUAN RIAU,C,SWASTA/ LAINNYA,Lulus Perdana
2071015,RS Umum Santa Elisabeth Batam,KEPULAUAN RIAU,C,Organisasi Katholik,Tingkat Paripurna
2001013,RS Umum Daerah Muhammad Sani Kabupaten Karimun,KEPULAUAN RIAU,C,Pemkab,Tingkat Madya
2001045,RS Umum Bhakti Timah,KEPULAUAN RIAU,C,Perusahaan,Tingkat Utama
2072023,RS Umum AL Dr Midiyato S,KEPULAUAN RIAU,B,TNI AL,Tingkat Paripurna
2072012, RS Umum Daerah Kota Tanjung Pinang,KEPULAUAN RIAU,C,Pemkot,Tingkat Madya
2003011, RS Umum Daerah Natuna,KEPULAUAN RIAU,C,Pemkab,Lulus Perdana
2002010,RS Umum Daerah Tanjung Uban,KEPULAUAN RIAU,C,Pemprop,Tingkat Paripurna
1971043,RS Bakti Timah Pangkalpinang,KEPULAUAN BANGKA BELITUNG,C,Perusahaan,Tingkat Paripurna
1971021, RS Umum Daerah Depati Hamzah,KEPULAUAN BANGKA BELITUNG,C,Pemkot,Tingkat Madya
1906014, RS Umum Daerah  Kab.Belitung Timur,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Lulus Perdana
1905024, RS Umum Daerah Kab. Bangka Selatan,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Lulus Perdana
1903013, RS Umum Daerah Sejiran Setason,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Tingkat Dasar
1904013, RS Umum Daerah Kab.Bangka Tengah,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Tingkat Madya
1902010, RS Umum Daerah dr. H. Marsidi Judono,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Lulus Perdana
1901031,RS Umum Medika Stannia,KEPULAUAN BANGKA BELITUNG,C,Perusahaan,Tingkat Madya
1901020, RS  Jiwa Sungai Liat,KEPULAUAN BANGKA BELITUNG,B,Pemprop,Tingkat Paripurna
1901016,RS Umum Daerah Depati Bahrin,KEPULAUAN BANGKA BELITUNG,C,Pemkab,Tingkat Paripurna
1871020,RS Umum  Mardi Waluyo,LAMPUNG,C,Organisasi Sosial,Tingkat Utama
1872016, RS Umum Daerah Ahmad Yani Metro,LAMPUNG,B,Pemkot,Tingkat Paripurna
1871438,RS Bhayangkara Polda Lampung,LAMPUNG,C,POLRI,Lulus Perdana
1871427,RS Umum Pertamina-Bintang Amin Lampung,LAMPUNG,C,Perusahaan,Tingkat Paripurna
1871416, RS Umum Graha Husada,LAMPUNG,C,Perusahaan,Tingkat Paripurna
1871405,RS Umum Urip Sumoharjo,LAMPUNG,B,Perusahaan,Tingkat Utama
1871282, RS Umum Advent Bandar Lampung,LAMPUNG,C,Organisasi Sosial,Tingkat Paripurna
1871234, RS Umum Bumi Waras,LAMPUNG,C,Organisasi Sosial,Tingkat Paripurna
1871180,RS Umum Imanuel Way Halim,LAMPUNG,B,Organisasi Protestan,Tingkat Paripurna
1871176,RS Jiwa Bandar Lampung,LAMPUNG,B,Pemprop,Tingkat Dasar
1871026, RS Tk IV 02.07.04,LAMPUNG,C,TNI AD,Tingkat Paripurna
1801017,RS Umum Daerah Dr H Abdul Moeloek,LAMPUNG,A,Pemprop,Tingkat Paripurna
1808015,RS Umum Daerah Menggala Tulang Bawang,LAMPUNG,B,Pemkab,Tingkat Madya
1807014,RS Umum Daerah Zainal Abidin Pagar Alam,LAMPUNG,C,Pemkab,Lulus Perdana
1806035,RS Umum Handayani,LAMPUNG,C,Perusahaan,Tingkat Utama
1805024,RS Umum Islam Asy-Syifaa Bandar Jaya,LAMPUNG,C,Perusahaan,Tingkat Paripurna
1806013,RS Umum Daerah May Jen HM Ryacudu,LAMPUNG,C,Pemkab,Tingkat Madya
1805023,RS Umum Yukum Medical Centre,LAMPUNG,C,SWASTA/ LAINNYA,Tingkat Paripurna
1805012,RS Umum Mitra Mulia Husada,LAMPUNG,D,SWASTA/ LAINNYA,Tingkat Dasar
1804011, RS Umum Daerah Sukadana,LAMPUNG,C,Pemkab,Lulus Perdana
1803021,"RS Umum Daerah Dr. H. Bob Bazar, SKM",LAMPUNG,C,Pemkab,Tingkat Paripurna
1803010,RS Umum Daerah Pringsewu,LAMPUNG,C,Pemkab,Tingkat Paripurna
1802038,RS Umum Mitra Husada,LAMPUNG,C,SWASTA/ LAINNYA,Tingkat Paripurna
1802027,RS Umum Daerah Kota Agung,LAMPUNG,C,Pemkab,Lulus Perdana
1802016, RS Panti Secanti,LAMPUNG,D,Organisasi Sosial,Lulus Perdana
1801015,RS Umum Daerah Alimuddin Umar,LAMPUNG,C,Pemkab,Tingkat Paripurna
1771051, RS Bhayangkara Jitra Kota Bengkulu,BENGKULU,C,POLRI,Tingkat Utama
1771040,RS Tk. IV Bengkulu,BENGKULU,D,TNI AD,Tingkat Madya
1771036,RS Rafflesia Bengkulu,BENGKULU,C,Organisasi Sosial,Lulus Perdana
1771025,RS Jiwa Soeprapto Provinsi Bengkulu,BENGKULU,B,Pemprop,Tingkat Paripurna
1771014,RS Umum Daerah Dr. M. Yunus Bengkulu,BENGKULU,B,Pemprop,Tingkat Paripurna
1708010,RS Umum Daerah Kepahiang,BENGKULU,C,Pemkab,Tingkat Utama
1706019,RS Umum Daerah Mukomuko,BENGKULU,C,Pemkab,Lulus Perdana
1705018, RS Umum Daerah Tais Kabupaten Seluma,BENGKULU,D,Pemkab,Lulus Perdana
1703016,RS Umum Daerah Arga Makmur,BENGKULU,C,Pemkab,Tingkat Madya
1707026, RS Umum Daerah Lebong,BENGKULU,D,Pemkab,Lulus Perdana
1702015, RS Umum Daerah Curup,BENGKULU,C,Pemkab,Tingkat Dasar
1701014,RS Umum Daerah Hasanuddin Damrah Manna,BENGKULU,C,Pemkab,Tingkat Paripurna
1671323,RS Khusus Mata Masyarakat Provinsi Sumatera Selat,SUMATERA SELATAN,B,Pemprop,Tingkat Utama
1671312,RS Khusus Paru Palembang,SUMATERA SELATAN,B,Pemprop,Tingkat Utama
1671301,RS Muhammadiyah Palembang,SUMATERA SELATAN,C,Organisasi Islam ,Tingkat Paripurna
1671276,RS Umum Myria Palembang,SUMATERA SELATAN,C,Organisasi Katholik,Tingkat Paripurna
1671265, RS Umum Daerah Palembang Bari,SUMATERA SELATAN,B,Pemkot,Tingkat Paripurna
1671254, RS Ibu dan Anak Tiara Fatrin Palembang,SUMATERA SELATAN,C,SWASTA/ LAINNYA,Tingkat Madya
1671243,RS Umum Bunda Palembang,SUMATERA SELATAN,C,Organisasi Sosial,Tingkat Utama
1671083,RS Islam Siti Khadijah,SUMATERA SELATAN,B,Organisasi Sosial,Tingkat Paripurna
1671061,RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan,SUMATERA SELATAN,A,Pemprop,Tingkat Paripurna
1671050,RS Umum RK Charitas,SUMATERA SELATAN,B,Organisasi Sosial,Tingkat Paripurna
1671046,RS Umum Pusri Palembang,SUMATERA SELATAN,C,Perusahaan,Tingkat Paripurna
1671035,RS Umum dr. AK.Gani Kota Palembang,SUMATERA SELATAN,C,TNI AD,Tingkat Paripurna
1671024,RS Umum Pertamina Palembang,SUMATERA SELATAN,C,BUMN,Tingkat Paripurna
1608051, RS Umum Daerah Muara Dua,SUMATERA SELATAN,D,Pemkab,Tingkat Utama
1607012,RS Umum Daerah Banyuasin,SUMATERA SELATAN,C,Pemkab,Tingkat Madya
1606032, RS Umum Daerah Bayung Lincir,SUMATERA SELATAN,D,Pemkab,Tingkat Dasar
1606022, RS Umum Daerah Sungai Lilin,SUMATERA SELATAN,D,Pemkab,Tingkat Dasar
1606011,RS Umum Daerah Sekayu,SUMATERA SELATAN,B,Pemkab,Tingkat Utama
1605043,RS Umum Daerah Rupit Kabupaten Musi Rawas Utara,SUMATERA SELATAN,D,Pemkab,Lulus Perdana
1674032, RS Umum Daerah Siti Aisyah Kota Lubuk Linggau,SUMATERA SELATAN,C,Pemkot,Tingkat Paripurna
1674010,RS Umum Daerah Dr. Sobirin Kabupaten Musi Rawas,SUMATERA SELATAN,C,Pemkab,Tingkat Paripurna
1673031, RS Umum Daerah Basemah Kota Pagar Alam,SUMATERA SELATAN,D,Pemkot,Tingkat Paripurna
1604020,RS Tk IV Lahat,SUMATERA SELATAN,D,TNI AD,Lulus Perdana
1604016,RS Umum Daerah Lahat,SUMATERA SELATAN,C,Pemkab,Tingkat Paripurna
1603085, RS Umum Daerah Talang Ubi,SUMATERA SELATAN,D,Pemkab,Tingkat Dasar
1672074,RS AR Bunda Kota Prabumulih,SUMATERA SELATAN,C,Perusahaan,Tingkat Paripurna
1603063,RS Umum Daerah dr. H. M. Rabain Muara Enim,SUMATERA SELATAN,B,Pemkab,Tingkat Paripurna
1603030,RS Umum Bukit Asam Medika,SUMATERA SELATAN,C,BUMN,Lulus Perdana
1672026,RS Pertamina Kota Prabumulih,SUMATERA SELATAN,C,BUMN,Tingkat Paripurna
1672015,RS Umum Daerah Kota Prabumulih,SUMATERA SELATAN,C,Pemkot,Tingkat Paripurna
1602014,RS Umum Daerah Kayuagung,SUMATERA SELATAN,C,Pemkab,Tingkat Madya
1609083, RS Umum Daerah Ogan Komering Ulu Timur,SUMATERA SELATAN,C,Pemkab,Tingkat Utama
1609046,RS Umum Panti Bhaktiningsih,SUMATERA SELATAN,D,Organisasi Sosial,Tingkat Paripurna
1601035, RS Santo Antonio Baturaja,SUMATERA SELATAN,D,Organisasi Katholik,Tingkat Madya
1601013,RS Umum Daerah Dr. Ibnu Sutowo Baturaja,SUMATERA SELATAN,C,Pemkab,Tingkat Utama
1571158,RS Umum Daerah H. Abdul Manap ,JAMBI,C,Pemkot,Tingkat Utama
1571147,RS Siloam Jambi,JAMBI,B,SWASTA/ LAINNYA,Tingkat Paripurna
1571136,RS Jiwa Daerah Provinsi Jambi,JAMBI,B,Pemprop,Tingkat Paripurna
1571045,RS Umum Santa Theresia,JAMBI,C,SWASTA/ LAINNYA,Tingkat Utama
1571034,RS Bhayangkara Jambi,JAMBI,C,POLRI,Tingkat Paripurna
1571023,RS Tk. IV dr. Bratanata,JAMBI,C,TNI AD,Tingkat Paripurna
1571012,RS Umum Daerah Raden Mattaher Jambi,JAMBI,B,Pemprop,Tingkat Paripurna
1509013,RS Umum Daerah H. Hanafie,JAMBI,B,Pemkab,Tingkat Utama
1506011,RS Umum Daerah Nurdin Hamzah,JAMBI,C,Pemkab,Lulus Perdana
1507010,RS Umum Daerah KH. Daud Arif,JAMBI,C,Pemkab,Tingkat Paripurna
1505016,RS Umum Daerah Ahmad Ripin,JAMBI,C,Pemkab,Lulus Perdana
1504015,RS Umum Daerah Haji Abdoel Madjid Batoe,JAMBI,C,Pemkab,Tingkat Paripurna
1503036,RS Umum Daerah Prof. Dr. H.  Chatib Quzwain,JAMBI,C,Pemkab,Tingkat Utama
1502014,RS Umum Daerah Kolonel Abundjani/Bangko,JAMBI,C,Pemkab,Tingkat Utama
1508013,RS Umum Daerah Sultan Thaha Saifuddin,JAMBI,C,Pemkab,Lulus Perdana
1501012,RS Umum Daerah Mayjen H. A. Thalib,JAMBI,C,Pemkab,Tingkat Madya
1473024,RS Pertamina Dumai,R I A U,D,BUMN,Lulus Perdana
1473013,RS Umum Daerah  Kota Dumai,R I A U,B,Pemkot,Tingkat Paripurna
1471382,RS Umum  Pekanbaru Medical Center,R I A U,C,SWASTA/ LAINNYA,Tingkat Utama
1471371,RS Umum  Lancang Kuning,R I A U,C,SWASTA/ LAINNYA,Lulus Perdana
1471237,RS Ibu dan Anak Eria Bunda,R I A U,C,SWASTA/ LAINNYA,Lulus Perdana
1471226,RS Umum  Awal Bros Pekanbaru,R I A U,B,SWASTA/ LAINNYA,Tingkat Paripurna
1471215,RSU TNI-AU Lanud Roesmin Nurjadin,R I A U,C,TNI AU,Lulus Perdana
1471161,RS Umum  Bina Kasih,R I A U,C,Perusahaan,Tingkat Madya
1471150,RS Prof. Dr. Tabrani,R I A U,C,Organisasi Sosial,Lulus Perdana
1471146,RS Jiwa Tampan,R I A U,A,Pemprop,Tingkat Madya
1471135,RS Umum  Islam Ibnu Sina,R I A U,B,Organisasi Islam ,Tingkat Paripurna
1471055,RS Santa Maria Pekanbaru,R I A U,B,Organisasi Sosial,Tingkat Paripurna
1471033,RS Bhayangkara Pekan Baru Polda Riau,R I A U,C,POLRI,Lulus Perdana
1471022,RS Tk IV Pekanbaru,R I A U,D,TNI AD,Lulus Perdana
1471011,RS Umum Daerah  Arifin Achmad,R I A U,B,Pemprop,Tingkat Paripurna
1408055,RS Umum  Mutia Sari,R I A U,D,Organisasi Sosial,Lulus Perdana
1408032,RS Umum Daerah  Kec.Mandau,R I A U,C,Pemkab,Tingkat Madya
1409022,RS Umum Daerah  Dr. R.M. Pratomo Bagansiapiapi,R I A U,C,Pemkab,Tingkat Madya
1408011,RS Umum Daerah  Bengkalis,R I A U,B,Pemkab,Tingkat Paripurna
1407011,RS Umum Daerah  Rokan Hulu,R I A U,C,Pemkab,Tingkat Madya
1406031,RS Umum  Tandun,R I A U,D,BUMN,Lulus Perdana
1406016,RS Umum Daerah  Bangkinang,R I A U,C,Pemkab,Tingkat Dasar
1405015,RS Umum Daerah Tengku Rafi'an Siak Sri Indrapura,R I A U,C,Pemkab,Tingkat Paripurna
1404014,RS Umum Daerah  Selasih Riau,R I A U,C,Pemkab,Tingkat Dasar
1403013,RS Umum Daerah  Puri Husada Tembilahan,R I A U,C,Pemkab,Tingkat Utama
1402012,RS Umum Daerah  Indrasari Rengat,R I A U,C,Pemkab,Lulus Perdana
1401011,RS Umum Daerah Teluk Kuantan,R I A U,C,Pemkab,Tingkat Madya
1376015,RS Umum Daerah Dr Adnaan WD,SUMATERA BARAT,C,Pemkot,Tingkat Paripurna
1375040,RS Umum Ibnu Sina Bukittinggi,SUMATERA BARAT,C,Organisasi Islam ,Tingkat Paripurna
1375036,RS Stroke Nasional,SUMATERA BARAT,B,Kemkes ,Tingkat Paripurna
1375025, RS Tk IV Bukit Tinggi,SUMATERA BARAT,D,TNI AD,Lulus Perdana
1375014,RS Umum Daerah Dr. Achmad Mochtar,SUMATERA BARAT,B,Pemprop,Tingkat Paripurna
1374024,RS Umum Ibnu Sina Padang Panjang,SUMATERA BARAT,D,Organisasi Islam ,Lulus Perdana
1374013,RS Umum Daerah Padang Panjang,SUMATERA BARAT,C,Pemkot,Tingkat Paripurna
1373012,RS Umum Daerah Sawah Lunto,SUMATERA BARAT,C,Pemkot,Tingkat Utama
1372011,RS Umum Daerah Mohammad Natsir,SUMATERA BARAT,B,Pemprop,Tingkat Paripurna
1371444, RS Umum Daerah dr. Rasidin Padang,SUMATERA BARAT,C,Pemkot,Tingkat Paripurna
1371422,RS Khusus Bedah Ropanasuri,SUMATERA BARAT,C,Organisasi Sosial,Tingkat Utama
1371400,RS Ibu dan Anak Lenggogeni,SUMATERA BARAT,C,Organisasi Sosial,Lulus Perdana
1371316,RS Jiwa Prof.Dr. Hasan Basri Saanin Datuk Tan Pari,SUMATERA BARAT,A,Pemprop,Tingkat Paripurna
1371305,RS Umum Semen Padang Hospital,SUMATERA BARAT,C,BUMN,Tingkat Paripurna
1371284,RS Umum Selaguri,SUMATERA BARAT,D,Organisasi Sosial,Lulus Perdana
1371251,RS Jiwa Puti Bungsu,SUMATERA BARAT,C,Organisasi Sosial,Lulus Perdana
1371123,RS Bhayangkara Padang,SUMATERA BARAT,D,POLRI,Lulus Perdana
1371112,RS Umum Aisyiyah Padang,SUMATERA BARAT,C,Organisasi Sosial,Lulus Perdana
1371091,RS Umum Islam Ibnu Sina,SUMATERA BARAT,C,Organisasi Islam ,Tingkat Paripurna
1371032,RS Umum Yos Sudarso,SUMATERA BARAT,C,Organisasi Katholik,Tingkat Paripurna
1371021,RS Tk III Reksodiwiryo Padang,SUMATERA BARAT,C,TNI AD,Tingkat Utama
1371010,RSUP Dr. M. Djamil,SUMATERA BARAT,A,Kemkes ,Tingkat Paripurna
1312024, RS Umum Daerah Pasaman Barat,SUMATERA BARAT,C,Pemkab,Lulus Perdana
1309022,RS Umum Islam Ibnu Sina,SUMATERA BARAT,C,Organisasi Islam ,Lulus Perdana
1309011,RS Umum Daerah Lubuk Sikaping,SUMATERA BARAT,C,Pemkab,Tingkat Paripurna
1308010, RS Umum Daerah dr. Achmad Darwis,SUMATERA BARAT,C,Pemkab,Lulus Perdana
1308016,RS Umum Daerah Lubuk Basung,SUMATERA BARAT,C,Pemkab,Lulus Perdana
1306015,RS Umum Daerah Pariaman,SUMATERA BARAT,B,Pemprop,Tingkat Paripurna
1305014,RS Umum Daerah Prof Dr M.A Hanafiah,SUMATERA BARAT,C,Pemkab,Tingkat Paripurna
1311013,RS Umum Daerah Sungai Dareh,SUMATERA BARAT,C,Pemkab,Tingkat Utama
1303023," RS Umum Daerah Arosuka,Solok",SUMATERA BARAT,C,Pemkab,Lulus Perdana
1303012,RS Umum Daerah Muara Labuh,SUMATERA BARAT,C,Pemkab,Lulus Perdana
1302011, RS Umum Daerah Dr. Muhammad Zein Painan,SUMATERA BARAT,C,Pemkab,Tingkat Utama
1301010, RS Umum Daerah Kep. Mentawai,SUMATERA BARAT,D,Pemkab,Lulus Perdana
1277015,RS TNI Tk. IV 01.07.03,SUMATERA UTARA,D,TNI AD,Lulus Perdana
1276040,RS Tk IV 01.07.02 Binjai,SUMATERA UTARA,C,TNI AD,Tingkat Utama
1276025,RS Bangkatan PTPN II,SUMATERA UTARA,C,BUMN,Tingkat Madya
1276014,RS Umum Daerah Dr. R. M. Djoelham Binjai,SUMATERA UTARA,B,Pemkot,Tingkat Paripurna
1275996,RS Umum Sufina Azis,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Paripurna
1275885,RS Umum Muhammadiyah,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1275852,RS Umum Columbia Asia,SUMATERA UTARA,B,SWASTA/ LAINNYA,Tingkat Paripurna
1275841,RS Umum Estomihi,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
1275830,RS Umum Wulan Windy,SUMATERA UTARA,D,Perusahaan,Lulus Perdana
1275826,RS Umum Bahagia Medan,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275794,RS Umum Haji Medan,SUMATERA UTARA,B,Pemprop,Tingkat Utama
1275772,RS Umum Bandung,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Dasar
1275750,RS Umum Prof.Dr. Boloni,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275724,RS Umum Sarah,SUMATERA UTARA,D,Perusahaan,Tingkat Dasar
1275692,RS Umum Permata Bunda,SUMATERA UTARA,B,SWASTA/ LAINNYA,Tingkat Dasar
1275633,RS Umum Martha Friska,SUMATERA UTARA,B,Perusahaan,Tingkat Madya
1275622,RS Umum Imelda Pekerja Indonesia,SUMATERA UTARA,B,Organisasi Sosial,Tingkat Madya
1275600,RS Umum Prima Husada Cipta Medan,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
1275590,RS Umum Bhakti,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275516,RS Umum Mitra Medika,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Paripurna
1275298,RS Umum Mitra Sejati,SUMATERA UTARA,B,Perusahaan,Tingkat Paripurna
1275276,RS Umum Vina Estetica,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Utama
1275265,RS Umum Sundari,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Madya
1275221,RS Jiwa Prof. Dr. Muhammad Ildrem,SUMATERA UTARA,A,Pemprop,Tingkat Madya
1275196,RS Umum Sari Mutiara,SUMATERA UTARA,B,Organisasi Sosial,Tingkat Dasar
1275163,RS Umum Islam Malahayati,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Paripurna
1275152,RS Umum Lanu Dr. Abd. Malik,SUMATERA UTARA,D,TNI AU,Tingkat Madya
1275141,RS AL Dr. Komang Makes Belawan,SUMATERA UTARA,C,TNI AL,Lulus Perdana
1275130,RS Umum Materna,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275126,RS Umum Methodist,SUMATERA UTARA,C,Organisasi Protestan,Tingkat Utama
1275094,RS Umum Advent Medan,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275083,RS Umum  Herna,SUMATERA UTARA,B,Organisasi Sosial,Tingkat Madya
1275072,RS Umum Santa Elisabeth Medan,SUMATERA UTARA,B,Organisasi Katholik,Tingkat Paripurna
1275046,RS Bhayangkara Medan,SUMATERA UTARA,B,POLRI,Tingkat Madya
1275035,RS Tk. II Putri Hijau Medan,SUMATERA UTARA,B,TNI AD,Tingkat Paripurna
1275013,RS Umum Daerah Dr. Pirngadi,SUMATERA UTARA,B,Pemkot,Tingkat Paripurna
1274056,RS Umum Herna,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1274034,RS Umum Sri Pamela,SUMATERA UTARA,C,BUMN,Tingkat Paripurna
1274012,RS Umum Daerah Dr. H. Kumpulan Pane,SUMATERA UTARA,B,Pemkot,Tingkat Dasar
1273102,RS Umum Horas Insani,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
1273092,RS Umum Mina Padi,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1273055,RS Umum Vita Insani,SUMATERA UTARA,B,Perusahaan,Tingkat Paripurna
1273022,RS Tk. IV 01.07.01,SUMATERA UTARA,C,TNI AD,Tingkat Utama
1273011,RS Umum Daerah Dr. Djasamen Saragih,SUMATERA UTARA,B,Pemkot,Tingkat Dasar
1272010,RS Umum Daerah Dr. Tengku Mansyur,SUMATERA UTARA,C,Pemkot,Lulus Perdana
1271016,RS Umum Daerah Dr. Fl Tobing Sibolga,SUMATERA UTARA,B,Pemkot,Tingkat Paripurna
1216011,RS Umum Daerah Salak,SUMATERA UTARA,C,Pemkab,Lulus Perdana
1213035,RS Umum Pertamina Pangkalan Brandan,SUMATERA UTARA,C,BUMN,Tingkat Paripurna
1213024,RS Umum PTP II Tg Selamat,SUMATERA UTARA,C,BUMN,Tingkat Dasar
1213013,RS Umum Daerah Tanjung Pura,SUMATERA UTARA,C,Pemkab,Tingkat Madya
1212136,RS Umum Sinar Husni,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Dasar
1218125,RS Umum Daerah Sultan Sulaiman Syariful Alamsyah,SUMATERA UTARA,C,Pemkab,Tingkat Dasar
1212093,RS Umum Sari Mutiara Lubuk Pakam,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1212045,RS Umum Sembiring Deli Tua,SUMATERA UTARA,B,Organisasi Sosial,Tingkat Paripurna
1212023,RS Umum Dr Gerhard L Tobing,SUMATERA UTARA,C,BUMN,Tingkat Paripurna
1212012,RS Umum Dearah Deli Serdang,SUMATERA UTARA,B,Pemkab,Tingkat Utama
1211011,RS Umum Daerah Kabanjahe,SUMATERA UTARA,C,Pemkab,Lulus Perdana
1210010,RS Umum Daerah Sidikalang,SUMATERA UTARA,C,Pemkab,Lulus Perdana
1209076,RS Umum Daerah Perdagangan,SUMATERA UTARA,C,Pemkab,Lulus Perdana
1209065,RS Umum Daerah Parapat,SUMATERA UTARA,D,Pemkab,Tingkat Madya
1209054,RS GKPS Bethesda Saribu Dolok,SUMATERA UTARA,D,Organisasi Protestan,Lulus Perdana
1209021,RS Umum Laras Kabupaten Simalungun,SUMATERA UTARA,C,BUMN,Tingkat Madya
1209010,RS Umum Balimbingan PTP 4,SUMATERA UTARA,C,BUMN,Tingkat Dasar
1208053,RS Umum Sei Dadap,SUMATERA UTARA,D,Perusahaan,Lulus Perdana
1208020,RS Umum Ibu Kartini,SUMATERA UTARA,D,SWASTA/ LAINNYA,Lulus Perdana
1208016,RS Umum Daerah H. Abdul Manan Simatupang,SUMATERA UTARA,C,Pemkab,Lulus Perdana
1207052,RS Umum Sri Torgamba,SUMATERA UTARA,D,BUMN,Lulus Perdana
1207015,RS Umum Daerah Rantau Prapat,SUMATERA UTARA,B,Pemkab,Tingkat Paripurna
1205061,RS Umum HKBP Balige,SUMATERA UTARA,C,Organisasi Protestan,Lulus Perdana
