d.kode_rs,d.nama_rs,d.nama_prop,d.jenis_rs,d.kelas,d.pemilik,(d.total_tt)
3573066,RS Umum Lavalette Malang,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,142
3573055,RS Umum Panti Waluya Sawahan Malang,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,160
3573044,RS Umum Panti Nirmala,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,146
3573022,RS Tk. II Dr. Soepraoen,JAWA TIMUR,RSU,B,TNI AD,179
3572010,RS Umum Daerah Mardi Waluyo,JAWA TIMUR,RSU,B,Pemkot,212
3571042,RS Baptis Kediri,JAWA TIMUR,RSU,B,Organisasi Protestan,176
3571031,RS Umum Bhayangkara Kediri,JAWA TIMUR,RSU,B,POLRI,274
3571016,RS Umum Daerah Gambiran,JAWA TIMUR,RSU,B,Pemkot,257
3528013,RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,JAWA TIMUR,RSU,B,Pemkab,203
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,JAWA TIMUR,RSU,B,Pemkab,198
3525010,RS Umum Daerah Ibnu Sina Kab. Gresik,JAWA TIMUR,RSU,B,Pemkab,189
3524031,RS Umum Muhammadiyah Lamongan,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,214
3524016,RS Umum Daerah Dr. Soegiri Lamongan,JAWA TIMUR,RSU,B,Pemkab,341
3523015,RS Umum Daerah Dr. R. Koesma Tuban,JAWA TIMUR,RSU,B,Pemkab,303
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,JAWA TIMUR,RSU,B,Pemkab,265
3518011,RS Umum Daerah Nganjuk,JAWA TIMUR,RSU,B,Pemkab,273
3517010,RS Umum Daerah Kab. Jombang,JAWA TIMUR,RSU,B,Pemkab,315
3516020,RS Umum Daerah Prof. Dr. Soekandar,JAWA TIMUR,RSU,B,Pemkab,145
3515106,RS Islam Siti Hajar Sidoarjo,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,144
3515026, RSU Siti Khodijah Muhammadiyah Cabang Sepanjang,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,47
3515015,RS Umum Daerah Sidoarjo,JAWA TIMUR,RSU,B,Pemkab,545
3514036,RS Umum Daerah Bangil,JAWA TIMUR,RSU,B,Pemkab,285
3511011,RS Umum dr. H.Koesnadi Bondowoso,JAWA TIMUR,RSU,B,Pemkab,230
3510010,RS Umum Daerah Blambangan,JAWA TIMUR,RSU,B,Pemkab,168
3509043,RS Paru Jember,JAWA TIMUR,RSK PARU,B,Pemprop,93
3509010,RS Umum Daerah Dr. Soebandi,JAWA TIMUR,RSU,B,Pemkab,423
3508016,RS Daerah Dr. Haryoto Kabupaten Lumajang,JAWA TIMUR,RSU,B,Pemkab,203
3507052,RS Umum Daerah Kanjuruhan Kepanjen,JAWA TIMUR,RSU,B,Pemkab,269
3579030,RS Umum Karsa Husada Kota Batu ,JAWA TIMUR,RSU,B,Pemprop,150
3506014,RS Umum Daerah Kabupaten Kediri,JAWA TIMUR,RSU,B,Pemkab,241
3505013,RS Umum Daerah Ngudi Waluyo Wlingi,JAWA TIMUR,RSU,B,Pemkab,254
3504012,RS Umum Daerah Dr. Iskak Tulungagung,JAWA TIMUR,RSU,B,Pemkab,363
3502010,RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,JAWA TIMUR,RSU,B,Pemkab,279
3404189,RS UGM ,D I YOGYAKARTA,RSU,B,SWASTA/ LAINNYA,135
3471374,RS Khusus Gigi dan Mulut Universitas Muhammadiyah ,D I YOGYAKARTA,RSK GM,B,SWASTA/ LAINNYA,3
3404056,RS Jih,D I YOGYAKARTA,RSU,B,Perusahaan,206
3471234,RS Umum Daerah Kota Yogyakarta,D I YOGYAKARTA,RSU,B,Pemkot,137
3471096,RS  Mata Dr. Yap,D I YOGYAKARTA,RSK Mata,B,Organisasi Sosial,38
3471074,RSPAU Dr.  Suhardi Harjolukito,D I YOGYAKARTA,RSU,B,TNI AU,204
3471063,RS Bethesda Yogyakarta,D I YOGYAKARTA,RSU,B,Organisasi Sosial,351
3471052, RS Umum Panti Rapih,D I YOGYAKARTA,RSU,B,Organisasi Sosial,329
3471041,RS PKU Muhammadiyah Yogyakarta,D I YOGYAKARTA,RSU,B,Organisasi Islam ,156
3404011,RS Umum Daerah Sleman,D I YOGYAKARTA,RSU,B,Pemkab,163
3402016,RS Umum Daerah Panembahan Senopati,D I YOGYAKARTA,RSU,B,Pemkab,189
3401015,RS Umum Daerah Wates,D I YOGYAKARTA,RSU,B,Pemkab,154
3374372,RS Islam Gigi dan Mulut Sultan Agung,JAWA TENGAH,RSK GM,B,SWASTA/ LAINNYA,5
3374366,RS Umum Columbia Asia Semarang,JAWA TENGAH,RSU,B,Perusahaan,91
3302228,RS Khusus Gigi dan Mulut Univ. Jenderal Soedirman,JAWA TENGAH,RSK GM,B,Kementerian Lain,9
3328011,RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,JAWA TENGAH,RSU,B,Pemkab,343
3376082,RS Umum Islam Harapan Anda,JAWA TENGAH,RSU,B,Organisasi Islam ,302
3376012, RS Umum Daerah Kardinah ,JAWA TENGAH,RSU,B,Pemkot,430
3326011,RS Umum Daerah Kraton Kab. Pekalongan,JAWA TENGAH,RSU,B,Pemkab,184
3374342, RS Umum Daerah K.R.M.T Wongsonegoro,JAWA TENGAH,RSU,B,Pemkot,229
3374134,RS Umum Daerah Tugurejo Semarang,JAWA TENGAH,RSU,B,Pemprop,257
3374076,RS Umum Sultan Agung Semarang,JAWA TENGAH,RSU,B,Organisasi Islam ,368
3374043,RS Umum Telogorejo Semarang,JAWA TENGAH,RSU,B,Organisasi Sosial,194
3374021,RS Umum St. Elisabeth Semarang,JAWA TENGAH,RSU,B,Organisasi Katholik,296
3373016,RS Umum Daerah Salatiga,JAWA TENGAH,RSU,B,Pemkot,202
3372165, RS Umum Kasih Ibu,JAWA TENGAH,RSU,B,Organisasi Sosial,168
3372096,RS Umum PKU Muhammadiyah Surakarta,JAWA TENGAH,RSU,B,Organisasi Islam ,296
3372026,RS Umum Dr. Oen,JAWA TENGAH,RSU,B,Organisasi Sosial,199
3371025, RS Umum Tk II Dr. Soedjono,JAWA TENGAH,RSU,B,TNI AD,213
3371014,RS Umum Daerah Tidar,JAWA TENGAH,RSU,B,Pemkot,193
3329012,RS Umum Daerah Brebes,JAWA TENGAH,RSU,B,Pemkab,373
3324014,RS Umum Daerah  Dr. H. Soewondo Kendal,JAWA TENGAH,RSU,B,Pemkab,235
3323013, RS Umum Daerah Djojonegoro Temanggung,JAWA TENGAH,RSU,B,Pemkab,318
3320010,RS Umum Daerah R. A. Kartini,JAWA TENGAH,RSU,B,Pemkab,337
3319032,RS Umum Mardi Rahayu,JAWA TENGAH,RSU,B,Organisasi Sosial,283
3319010,RS Umum Daerah dr. Loekmono Hadi,JAWA TENGAH,RSU,B,Pemkab,379
3318016,RS Umum Daerah RAA Soewondo,JAWA TENGAH,RSU,B,Pemkab,316
3315013, RS Umum Daerah Dr. R.Soedjati Soemodiardjo,JAWA TENGAH,RSU,B,Pemkab,239
3314012,RS Umum Daerah dr. Soehadi Prijonegoro,JAWA TENGAH,RSU,B,Pemkab,244
3312010, RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,JAWA TENGAH,RSU,B,Pemkab,257
3311016,RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,JAWA TENGAH,RSU,B,Pemkab,185
3310384,RS Umum Islam Klaten,JAWA TENGAH,RSU,B,Organisasi Islam ,236
3306012,RS Umum Daerah Dr. Tjitrowardojo Purworejo,JAWA TENGAH,RSU,B,Pemkab,269
3302026, RS Umum Daerah Prof Dr. Margono Soekarjo Purwoker,JAWA TENGAH,RSU,B,Pemprop,666
3302015,RSUD BANYUMAS,JAWA TENGAH,RSU,B,Pemkab,440
3301014,RS Umum Daerah Cilacap,JAWA TENGAH,RSU,B,Pemkab,288
3216450,RS Eka Bekasi,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,49
3201258,RS Eka Hospital,JAWA BARAT,RSU,B,Perusahaan,49
3201256,RS Universitas Indonesia,JAWA BARAT,RSU,B,Kementerian Lain,11
3275063,RS Awal Bros Bekasi Timur,JAWA BARAT,RSU,B,Perusahaan,91
3201247,RS EMC Sentul,JAWA BARAT,RSU,B,Perusahaan,77
3216436,RS Umum Omni Cikarang,JAWA BARAT,RSU,B,Perusahaan,64
3209054,RS Umum Permata Cirebon,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,126
3277022,RS Gigi dan Mulut Pendidikan Unjani,JAWA BARAT,RSK GM,B,SWASTA/ LAINNYA,3
3204124,RS Gigi dan Mulut Maranatha,JAWA BARAT,RSK GM,B,SWASTA/ LAINNYA,7
3273542,RS Umum Santosa Hospital Bandung Kopo,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,205
3274136,RS Jantung Hasna Medika,JAWA BARAT,RSK JANTUNG,B,SWASTA/ LAINNYA,47
3214032,RS Umum dr. Abdul Radjak,JAWA BARAT,RSU,B,Perusahaan,201
3216393,RS Umum Mitra Keluarga Cikarang,JAWA BARAT,RSU,B,Perusahaan,117
3275392,RS Umum Awal Bros Bekasi,JAWA BARAT,RSU,B,Perusahaan,121
3201230,RS Umum Sentra Medika Cibinong,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,169
3275046,RS Umum Mitra Keluarga Bekasi Timur,JAWA BARAT,RSU,B,Perusahaan,200
3201083,RS Umum Daerah Leuwiliang,JAWA BARAT,RSU,B,Pemkab,158
3276017,RS Umum Sentra Medika,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,156
3214031,RS Umum Siloam Purwakarta,JAWA BARAT,RSU,B,Perusahaan,184
3209133,RS Umum Sumber Waras,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,186
3274020, RS Umum Tk. III Ciremai,JAWA BARAT,RSU,B,TNI AD,165
3274016, RS Umum Daerah Gunung Jati,JAWA BARAT,RSU,B,Pemkot,390
3273539,RS Umum Hermina Pasteur ,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,130
3273420,RS Umum Al-Islam Bandung,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,216
3273405, RS Umum Daerah Kota Bandung,JAWA BARAT,RSU,B,Pemkot,201
3273165,RS Ibu dan Anak Limijati,JAWA BARAT,RSIA,B,Perusahaan,78
3273085,RS Umum Advent Bandung,JAWA BARAT,RSU,B,Organisasi Sosial,223
3273074,RS Umum Santo Borromeus,JAWA BARAT,RSU,B,Organisasi Katholik,366
3273052,RS Umum Immanuel Bandung,JAWA BARAT,RSU,B,Organisasi Protestan,300
3273030,RSAU dr. M. Salamun,JAWA BARAT,RSU,B,TNI AU,160
3273026,RSU Bhayangkara Tk II Sartika Asih,JAWA BARAT,RSU,B,POLRI,134
3272014, RS Umum Daerah  R Syamsudin SH,JAWA BARAT,RSU,B,Pemkot,520
3271115,RS Umum Hermina Bogor,JAWA BARAT,RSU,B,Perusahaan,123
3271104,RS Umum Daerah Kota Bogor,JAWA BARAT,RSU,B,Pemkot,158
3271013,RS Umum PMI Bogor,JAWA BARAT,RSU,B,Organisasi Sosial,145
3216329,RS Umum Permata Cibubur,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,72
3216318,RS Umum Hermina Grand Wisata,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,150
3216252,RS Umum Daerah Kab.Bekasi,JAWA BARAT,RSU,B,Pemkab,117
3216218,RS Umum Ananda,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,157
3216163,RS Umum Sentra Medika,JAWA BARAT,RSU,B,Organisasi Sosial,122
3216152,RS Umum Siloam,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,70
3275115, RS Umum Hermina Bekasi,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,244
3275094, RS Umum Mitra Keluarga Bekasi Barat,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,191
3275013,RS Umum Daerah dr. Chasbullah Abdulmadjid,JAWA BARAT,RSU,B,Pemkot,554
3215012, RS Umum Daerah Karawang,JAWA BARAT,RSU,B,Pemkab,392
3214011,RS Umum Daerah Bayu Asih,JAWA BARAT,RSU,B,Pemkab,200
3213010, RS Umum Daerah Subang,JAWA BARAT,RSU,B,Pemkab,305
3212016, RS Umum Daerah Kab. Indramayu,JAWA BARAT,RSU,B,Pemkab,328
3211015,RS Umum Daerah Sumedang,JAWA BARAT,RSU,B,Pemkab,342
3209051,RS Umum Mitra Plumbon,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,310
3209040, RS Umum Daerah Arjawinangun,JAWA BARAT,RSU,B,Pemkab,376
3209036, RS Paru Provinsi Jawa Barat,JAWA BARAT,RSK PARU,B,Pemprop,77
3209014, RS Umum Daerah Waled,JAWA BARAT,RSU,B,Pemkab,237
3208013, RS Umum Daerah 45 Kuningan,JAWA BARAT,RSU,B,Pemkab,139
3207023, RS Umum Daerah Banjar,JAWA BARAT,RSU,B,Pemkot,228
3206011,RS Umum Daerah dr. Soekardjo,JAWA BARAT,RSU,B,Pemkot,410
3205010, RS Umum Daerah dr. Slamet Garut,JAWA BARAT,RSU,B,Pemkab,455
3204086,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,JAWA BARAT,RSU,B,Pemprop,234
3277031, RS Umum Tk II Dustira,JAWA BARAT,RSU,B,TNI AD,447
3277020, RS Umum Daerah Cibabat,JAWA BARAT,RSU,B,Pemkot,276
3204016,RS Umum Daerah Majalaya,JAWA BARAT,RSU,B,Pemkab,148
3203015,RS Umum Daerah Sayang,JAWA BARAT,RSU,B,Pemkab,419
3202014,RS Umum Daerah Sekarwangi,JAWA BARAT,RSU,B,Pemkab,197
3201185, RS Umum Meilia,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,166
3201126, RS Umum Hermina Depok,JAWA BARAT,RSU,B,Organisasi Sosial,183
3201072, RS Umum Puri Cinere,JAWA BARAT,RSU,B,SWASTA/ LAINNYA,120
3201050,RS Umum Daerah Ciawi,JAWA BARAT,RSU,B,Pemkab,295
3201046,RS Umum Daerah Cibinong,JAWA BARAT,RSU,B,Pemkab,349
3201024,RS Paru Dr. M. Goenawan Partowidigdo,JAWA BARAT,RSK PARU,B,Kemkes ,125
3173712,RS Umum Yarsi,DKI JAKARTA,RSU,B,Perusahaan,100
3171804,RS Khusus Mata Nusantara,DKI JAKARTA,RSK Mata,B,SWASTA/ LAINNYA,0
3173707,RS Gigi Dan Mulut YARSI,DKI JAKARTA,RSK GM,B,SWASTA/ LAINNYA,3
3173706,RS Umum Hermina Kemayoran,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,119
3174522,RS Umum Ciputra Hospital Citragarden City,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,189
3171795,RS Umum Daerah Pasar Minggu,DKI JAKARTA,RSU,B,Pemprop,390
3172758,RS Umum Columbia Asia Pulomas,DKI JAKARTA,RSU,B,Perusahaan,110
3173697,RS Khusus Gigi dan Mulut Ladokgi TNI AL R.E. Marta,DKI JAKARTA,RSK GM,B,TNI AL,4
3172755,RS Jantung Jakarta,DKI JAKARTA,RSK JANTUNG,B,Perusahaan,60
3171789,RS Umum Siloam TB Simatupang,DKI JAKARTA,RSU,B,Perusahaan,81
3171786,RS Umum Mayapada,DKI JAKARTA,RSU,B,Perusahaan,88
3172751,RS Gigi Dan Mulut Angkatan Udara,DKI JAKARTA,RSK GM,B,TNI AU,10
3171783,RS Ibu dan Anak Kemang Medical Care,DKI JAKARTA,RSIA,B,Perusahaan,43
3171511,RS Umum Siloam Asri,DKI JAKARTA,RSU,B,Perusahaan,46
3172748,RS Ibu dan Anak Bunda Aliyah,DKI JAKARTA,RSIA,B,Perusahaan,66
3174052,RS Umum Grha Kedoya,DKI JAKARTA,RSU,B,Perusahaan,181
3171072,RS Umum Dr. Suyoto Pusrehab Kemhan,DKI JAKARTA,RSU,B,Kementerian Lain,137
3174074,RS Umum Daerah Cengkareng,DKI JAKARTA,RSU,B,Pemprop,310
3175407,RS Umum Gading Pluit,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,177
3175385,RS Umum Mitra Keluarga Kelapa Gading,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,114
3175352,RS Umum Pantai Indah Kapuk,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,140
3175341,RS Umum Pluit,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,109
3175330,RS Umum Royal Progress,DKI JAKARTA,RSU,B,Organisasi Sosial,164
3175031,RS Umum Akademik Atma Jaya,DKI JAKARTA,RSU,B,Organisasi Katholik,134
3175016,RS Umum Daerah Koja,DKI JAKARTA,RSU,B,Pemprop,442
3174508,RS Umum Puri Indah ,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,101
3174486,RS Umum  Royal Taruma,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,144
3174431,RS Umum Hermina Daan Mogot,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,196
3174420,RS Umum Medika Permata Hijau,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,64
3174351,RS Umum Siloam Hospitals Kebon Jeruk,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,171
3174026,RS Umum Pelni Petamburan,DKI JAKARTA,RSU,B,BUMN,455
3174015,RS Umum Sumber Waras,DKI JAKARTA,RSU,B,Organisasi Sosial,133
3173656,RS Umum Mitra Kemayoran,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,131
3173623,RS Khusus Mata Jakarta Eye Center,DKI JAKARTA,RSK Mata,B,SWASTA/ LAINNYA,18
3173612,RS Khusus THT Prof Nizar,DKI JAKARTA,RSK THT-KL,B,SWASTA/ LAINNYA,9
3173580,RS Umum Kramat 128,DKI JAKARTA,RSU,B,Organisasi Sosial,71
3173543,RS Umum Abdi Waluyo,DKI JAKARTA,RSU,B,Organisasi Sosial,51
3173532,RS Khusus THT Bedah KL Proklamasi,DKI JAKARTA,RSK THT-KL,B,SWASTA/ LAINNYA,26
3173506,RS Umum dr. Abdul Radjak,DKI JAKARTA,RSU,B,Organisasi Sosial,136
3173441,RS Umum Evasari,DKI JAKARTA,RSU,B,Organisasi Sosial,44
3173120,RS Khusus Ibu Anak Bunda Jakarta,DKI JAKARTA,RSIA,B,Perusahaan,71
3173116,RS Umum YPK Mandiri,DKI JAKARTA,RSU,B,Organisasi Sosial,46
3173084,RS Tk II M.Ridwan Meuraksa,DKI JAKARTA,RSU,B,TNI AD,164
3173073,RS Umum Islam Jakarta Cempaka Putih,DKI JAKARTA,RSU,B,Organisasi Islam ,237
3173062,RS PGI Cikini,DKI JAKARTA,RSU,B,Organisasi Protestan,303
3173051,RS Umum Sint Carolus,DKI JAKARTA,RSU,B,Organisasi Katholik,219
3173040,RS Umum Husada,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,179
3173036,RS Umum AL Dr Mintoharjo,DKI JAKARTA,RSU,B,TNI AL,60
3172724,RS Umum Haji Jakarta,DKI JAKARTA,RSU,B,Perusahaan,189
3172553,RS Umum Harapan Bunda,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,48
3172505,RS Islam Jakarta Pondok Kopi,DKI JAKARTA,RSU,B,Organisasi Islam ,149
3172495,RS Umum Omni Medical Center,DKI JAKARTA,RSU,B,Organisasi Sosial,125
3172243,RS Umum Hermina Jatinegara,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,137
3172206,RS Umum Premier Jatinegara,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,175
3172126,RS Umum Daerah Pasar Rebo,DKI JAKARTA,RSU,B,Pemprop,310
3172094,RS Umum FK UKI,DKI JAKARTA,RSU,B,Organisasi Protestan,140
3172061,RS Pusat AU dr. Esnawan Antariksa,DKI JAKARTA,RSU,B,TNI AU,182
3172024,RS Umum Daerah Budhi Asih,DKI JAKARTA,RSU,B,Pemprop,332
3171768,RS Umum Murni Teguh Sudirman Jakarta,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,34
3171724,RS Ibu dan Anak Brawijaya Women and Children Hospi,DKI JAKARTA,RSIA,B,SWASTA/ LAINNYA,35
3171691,RS Gigi dan Mulut Univ.Prof.Moestopo,DKI JAKARTA,RSK GM,B,Organisasi Sosial,0
3171665,RS Umum Medistra,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,159
3171515,RS Umum MMC,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,119
3171504,RS Umum Pondok Indah,DKI JAKARTA,RSU,B,SWASTA/ LAINNYA,176
3171461,RS Umum Tebet,DKI JAKARTA,RSU,B,Organisasi Sosial,71
3171435,RS Ketergantungan Obat,DKI JAKARTA,RSKO,B,Kemkes ,97
3171413,RS Ibu dan Anak Asih,DKI JAKARTA,RSIA,B,Organisasi Sosial,26
3171045,RS Umum Jakarta,DKI JAKARTA,RSU,B,Organisasi Sosial,85
3171034,RS Umum AL Cilandak,DKI JAKARTA,RSU,B,TNI AL,175
3171023,RS Umum Pusat Pertamina,DKI JAKARTA,RSU,B,BUMN,134
2072002,RS Umum Daerah Provinsi Kepulauan Riau Tanjungpina,KEPULAUAN RIAU,RSU,B,Pemprop,63
2071114,RS Umum Daerah Embung Fatimah Kota Batam,KEPULAUAN RIAU,RSU,B,Pemkot,220
2071103,RS Umum Awal Bros Batam,KEPULAUAN RIAU,RSU,B,Perusahaan,155
2071034,RS Badan Pengusahaan Batam,KEPULAUAN RIAU,RSU,B,Kementerian Lain,112
2071012,RS Umum Budi Kemuliaan Batam,KEPULAUAN RIAU,RSU,B,Organisasi Sosial,152
2072023,RS Umum AL Dr Midiyato S,KEPULAUAN RIAU,RSU,B,TNI AL,128
1901043,RS Umum Daerah Dr. (H.C.) Ir. Soekarno,KEPULAUAN BANGKA BELITUNG,RSU,B,Pemprop,93
1901020, RS  Jiwa Sungai Liat,KEPULAUAN BANGKA BELITUNG,RSK Jiwa,B,Pemprop,107
1872016, RS Umum Daerah Ahmad Yani Metro,LAMPUNG,RSU,B,Pemkot,242
1871405,RS Umum Urip Sumoharjo,LAMPUNG,RSU,B,Perusahaan,417
1871180,RS Umum Imanuel Way Halim,LAMPUNG,RSU,B,Organisasi Protestan,182
1871176,RS Jiwa Bandar Lampung,LAMPUNG,RSK Jiwa,B,Pemprop,122
1808015,RS Umum Daerah Menggala Tulang Bawang,LAMPUNG,RSU,B,Pemkab,144
1771025,RS Jiwa Soeprapto Provinsi Bengkulu,BENGKULU,RSK Jiwa,B,Pemprop,295
1771014,RS Umum Daerah Dr. M. Yunus Bengkulu,BENGKULU,RSU,B,Pemprop,216
1671347,RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela,SUMATERA SELATAN,RSU,B,Pemprop,133
1671323,RS Khusus Mata Masyarakat Provinsi Sumatera Selat,SUMATERA SELATAN,RSK Mata,B,Pemprop,39
1671312,RS Khusus Paru Palembang,SUMATERA SELATAN,RSK PARU,B,Pemprop,31
1671265, RS Umum Daerah Palembang Bari,SUMATERA SELATAN,RSU,B,Pemkot,223
1671083,RS Islam Siti Khadijah,SUMATERA SELATAN,RSU,B,Organisasi Sosial,178
1671050,Rumah Sakit Umum Charitas Hospital Palembang,SUMATERA SELATAN,RSU,B,Organisasi Sosial,313
1606011,RS Umum Daerah Sekayu,SUMATERA SELATAN,RSU,B,Pemkab,219
1603063,RS Umum Daerah dr. H. M. Rabain Muara Enim,SUMATERA SELATAN,RSU,B,Pemkab,274
1571147,RS Siloam Jambi,JAMBI,RSU,B,SWASTA/ LAINNYA,86
1571136,RS Jiwa Daerah Provinsi Jambi,JAMBI,RSK Jiwa,B,Pemprop,290
1571012,RS Umum Daerah Raden Mattaher Jambi,JAMBI,RSU,B,Pemprop,273
1509013,RS Umum Daerah H. Hanafie,JAMBI,RSU,B,Pemkab,194
1471067,RS Umum  Eka Hospital Pekanbaru,R I A U,RSU,B,SWASTA/ LAINNYA,130
1473013,RS Umum Daerah  Kota Dumai,R I A U,RSU,B,Pemkot,251
1471226,RS Umum  Awal Bros Pekanbaru,R I A U,RSU,B,SWASTA/ LAINNYA,229
1471135,RS Umum  Islam Ibnu Sina,R I A U,RSU,B,Organisasi Islam ,113
1471055,RS Santa Maria Pekanbaru,R I A U,RSU,B,Organisasi Sosial,169
1471011,RS Umum Daerah  Arifin Achmad,R I A U,RSU,B,Pemprop,473
1408011,RS Umum Daerah  Bengkalis,R I A U,RSU,B,Pemkab,117
1306057,RS Paru Sumatera Barat,SUMATERA BARAT,RSK PARU,B,Pemprop,40
1371454,RS Khusus Gigi dan Mulut Baiturrahmah,SUMATERA BARAT,RSK GM,B,Organisasi Islam ,3
1375036,RS Stroke Nasional,SUMATERA BARAT,RSK STROKE,B,Kemkes ,131
1375014,RS Umum Daerah Dr. Achmad Mochtar,SUMATERA BARAT,RSU,B,Pemprop,340
1372011,RS Umum Daerah Mohammad Natsir,SUMATERA BARAT,RSU,B,Pemprop,207
1306015,RS Umum Daerah Pariaman,SUMATERA BARAT,RSU,B,Pemprop,168
1275933,UPT RS Khusus Paru Sumatera Utara,SUMATERA UTARA,RSK PARU,B,Pemprop,10
1275922,RS Khusus Mata Provinsi Sumatera Utara,SUMATERA UTARA,RSK Mata,B,Pemprop,25
1275911,RS Umum Siloam Dhirga Surya,SUMATERA UTARA,RSU,B,Perusahaan,114
1275907,RS Umum Royal Prima,SUMATERA UTARA,RSU,B,Perusahaan,591
1275889,RS Umum Murni Teguh Memorial Hospital,SUMATERA UTARA,RSU,B,Perusahaan,213
1275888,RS Umum Martha Friska Multatuli,SUMATERA UTARA,RSU,B,Perusahaan,219
1275997,RS Umum Bina Kasih,SUMATERA UTARA,RSU,B,Organisasi Sosial,295
1218158,RS Grandmed ,SUMATERA UTARA,RSU,B,Organisasi Sosial,270
1276014,RS Umum Daerah Dr. R. M. Djoelham Binjai,SUMATERA UTARA,RSU,B,Pemkot,152
1275852,RS Umum Columbia Asia,SUMATERA UTARA,RSU,B,SWASTA/ LAINNYA,185
1275794,RS Umum Haji Medan,SUMATERA UTARA,RSU,B,Pemprop,216
1275692,RS Umum Permata Bunda,SUMATERA UTARA,RSU,B,SWASTA/ LAINNYA,175
1275633,RS Umum Martha Friska,SUMATERA UTARA,RSU,B,Perusahaan,246
1275622,RS Umum Imelda Pekerja Indonesia,SUMATERA UTARA,RSU,B,Organisasi Sosial,225
1275298,RS Umum Mitra Sejati,SUMATERA UTARA,RSU,B,Perusahaan,213
1275196,RS Umum Sari Mutiara,SUMATERA UTARA,RSU,B,Organisasi Sosial,108
1275083,RS Umum  Herna,SUMATERA UTARA,RSU,B,Organisasi Sosial,179
1275072,RS Umum Santa Elisabeth Medan,SUMATERA UTARA,RSU,B,Organisasi Katholik,209
1275046,RS Bhayangkara Medan,SUMATERA UTARA,RSU,B,POLRI,60
1275035,RS Tk. II Putri Hijau Medan,SUMATERA UTARA,RSU,B,TNI AD,185
1275013,RS Umum Daerah Dr. Pirngadi,SUMATERA UTARA,RSU,B,Pemkot,434
1274012,RS Umum Daerah Dr. H. Kumpulan Pane,SUMATERA UTARA,RSU,B,Pemkot,184
1273055,RS Umum Vita Insani,SUMATERA UTARA,RSU,B,Perusahaan,237
1273011,RS Umum Daerah Dr. Djasamen Saragih,SUMATERA UTARA,RSU,B,Pemkot,157
1271016,RS Umum Daerah Dr. Fl Tobing Sibolga,SUMATERA UTARA,RSU,B,Pemkot,132
1212045,RS Umum Sembiring Deli Tua,SUMATERA UTARA,RSU,B,Organisasi Sosial,189
1212012,RS Umum Dearah Deli Serdang,SUMATERA UTARA,RSU,B,Pemkab,180
1207015,RS Umum Daerah Rantau Prapat,SUMATERA UTARA,RSU,B,Pemkab,76
